tweet_id,label,tweet
6.38E+17,0,ive seen it all tho this dood stopped in the middle of the road to snort a norco never in my life have i seen some shit like that
6.45E+17,1,took a xanax n fell asleep on my lounge chair lol but at least i slept with my neck leaning back otherwise i would have woken up with a
7.36E+17,0,me jokingly says i feel like i need a xanax or addie to make this drive all the way through dylan i have an acid tablet you can have
6.46E+17,0,i came home and jess said i have a surprise for you mom thinking its like ice cream or something this bitch pull out a xanax im done lol
6.38E+17,0,i lost xanax bars in my room a few months ago and now im moving so my room is completely empty and they are still nowhere to be found
6.41E+17,1,one time i took xanax and it didnt really do anything for me except make my head quieter and i tried to watch nausicaa but i cried at the
8.17E+17,1,im on steroids for my skin like seriously i feel bad for my girl cause they make me so quick to tick do got a lot if energy haha
6.40E+17,0,my og tam bout i got u the first train i gotta make sure u get there mfs dnt got time for yo attitudes shid at least she knew
6.44E+17,0,i would love a life where im not called insane just cause im pissed off a woman i dont need a xanax i just need to be left alone
8.23E+17,1,but now im prescribed on xanax and i pop like pills before i go out and feel a bit more at ease and semi relaxed enough to like function
7.24E+17,1,and now im going to get more tylenol and motrin im aching but not nearly as bad as before the baby is waking a mamas job is never done
6.07E+17,0,user_mention ok ima try that n his doc said it was ok to just give him a small dose of infant tylenol that helped a lil bit but thanks
6.44E+17,1,i have gone past my benadryl as a sleep aid due to being old and my back hurting i upped to a vicodin and a glass of wine cheers
8.05E+17,0,i seriously just got up when i had just laid down put on pants gave a full bottle of motrin to dylan for ry bc what are friends for
6.49E+17,1,i did xanax and then smoked to see if i would still get anxiety while high and idk how ppl do that all the time it was too much
7.87E+17,0,she did really good last time with her shots she cried a little with each one but when i picked her up she was fine got the tylenol ready
7.58E+17,1,i been taking tylenol all day for a headache ive had for two days and they did nothing i went and got me a bc with a coca cola
6.43E+17,0,mspals can i ask what dose people are on for gabapentin my body feels more stiff lately and i thought may be i could up my dose to help
6.44E+17,0,sick as in my tummy hurt i dont know if its something in them that dont work with me or if theyre too strong or what but tylenol me
8.07E+17,0,a bitch wear some shit like this and she clearly trying to get fucked all night so hello pop the perks the xanax the e the molly viagra url
4.67E+17,0,i have friends that i am so overly protective of like one bad word said and im like a bull in a china shop on steroids with a boner
6.40E+17,0,wish i didnt keep the things that are bothering me bottled in and let them tear me to fuckin shreds to the point wher i gotta pop a xanax
4.29E+17,1,user_mention i did earlier it made it worst itook a warm shower that helped a little i even took some tylenol it just goes away for a lil bit
6.40E+17,0,gave up on being a pussy and taking my anxiety meds gonna fight it till its gone i dont need to be medicated fuck xanax dont need it
7.85E+17,0,migros do it is like on steroids i cant wait until we leave eu and all our hardware stores can be this good am i doing brexit right
6.39E+17,0,first time i smoked weed i was first time i took mdma i was first time i took xanax i was first time i took lsd i was
12752406564,1,so vicodin xanax combo only made me sleep two hours shit usually just xanax can give me im so sick n all alone just me n twitter lol
6.40E+17,0,user_mention yes i went to pick them up and the pharmacist was like okay i need to talk to you about your lexapro and i was like uh
5.48E+17,0,ive been in bitch mode for hours tonight but i just took off my bra and now i feel like i just took two bars of xanax magic
6.42E+17,0,someone needs to live my life for me fpr a while im gonna have a fcking heart attack i already took my xanax when will it kick in
7.96E+17,0,aw poor babe yeah bubba took a one hour nap all day so he was so exhausted and i just gave him some motrin and he is knocked
6.43E+17,1,the xanax definitely made me feel nothing when i threw up i did sleep really good i had a good time it wasnt a bad night at all
7.05E+17,0,turns out im so stingy with the calpol that the bottle is out of date sos the half bottle of ibuprofen what do i do with sick now
4.12E+17,0,user_mention i used to be a jb fan but now he has a small head with a steroid taking body and cant lip sync very haters back off
6.98E+17,0,urgent care doc asked for a zpack and prednisone for a patient ahead of me and i tried to order a round for the house no such luck
6.42E+17,1,not sleeping good at night again i have to much i need to get done during the day even with xanax now its not easy and thats strange
6.52E+17,0,user_mention i have to take one right before bed or i cant fall asleep get tylenol pm its a life saver on the pain emo_pos its safe too
3.84E+17,0,lydia is by far the worst actor on breaking bad like why is she always out of breath and airy like calm down take a xanax or something
8.19E+17,0,i wish random dudes would stop msging me on ig saying shout me out bruh like ya im gonna ruin my quality layout to help you sell xanax
7.69E+17,0,if youre gonna be dumb and do xanax still at least make sure its real youre gonna risk ur life on a pill some other druggie made smart
6.42E+17,0,user_mention omg i know i told this one lady she had to make an appt and she got mad talking abt she would have seizure without her xanax
7.03E+17,1,popping tylenol n shit doe nothing so ate rose drank another bottle of water hoping it eases up but baby why i just get a booty call text
6.40E+17,0,some adderall so he can see whats going on dude threatened to card me and i laughed at him anyways next time the other team had a free
8.19E+17,0,holy shit the woman with the dog just said she gave the dog half a xanax is this a thing people do with dogs on planes legit curious
6.41E+17,0,when one of your favorite songs that they do at soma is one that they wrote and theres no way of listening to it unless it done live
6.38E+17,0,possible this is related to me being in a country that sells valium over the counter but i want all you twitter folk to know i love you
6.41E+17,0,adderall to stay focused xanax to take the edge off pot to mellow me out cocaine to wake me back up again an morphine well cuz its awesome
6.41E+17,0,each person reacts differently xanax left me a wreck but im starting to count hours with ativan the idea is to get me on a once a day
7.14E+17,0,my mind is blown that i wont take advil or eat deli meat because im pregnant and want a healthy be and some pregos wont stop using heroin
7.64E+17,0,noo like after a long day if i lay down or if ive been sitting somewhere too long it hurts soo bad i h8 it take tylenol emo_pos
1.90E+17,0,user_mention ha ha i know ive waited long enough oj i want the steroid shots before anything though if i can but ill know next week emo_pos x
5.88E+17,0,user_mention i was able to get him one out of pocket the other i can use advil for the he had a prior rx that will work whew
7.40E+17,0,we all know a chad steroids make people snap so jojo needs to send him packing he is about to hurt someone why does the show do this
6.44E+17,0,if you ever leave me baby leave some morphine at my door cause it would take a whole lot of medication to realize what we used to have
6.38E+17,1,fuck i thought xanax was suposed to relieve anxiety im fcking dying please get me out of this body i hate it i hate svhool fcking i ca
4.60E+17,0,how the heck you suppose to be babysitting til tomorrow drop her a day early but dont wanna go get us tylenol where they do that at o_o
4.29E+17,0,i havent smoked weed or taken a single pill in three years not even tylenol i have to force myself to take my prenatals its not my thing
4.52E+17,0,much rather have a guy that wants to lay in bed eating shit and sexing me all day then a steroid popping gym addict who eats salad fs
6.31E+17,0,dale have you ever taken valium me no dale its so wonderful when it kicks in it feels like you kind of melt into a puddle of happy
8.00E+17,0,next i hate when ppl say the shot put weight on you.its not a steroid and it does not at all control what you eat increase appetite yes
6.40E+17,0,i think theyre taking me off of morphine now which is such a good thing but nothing is gonna help this pain noww y does jesus dislike me
6.44E+17,0,user_mention user_mention talked to my dr at penn today he said as a dr u could get into serious trouble if ur on remicade and dont have ibd
8.10E+17,0,told that bitch get out my ear she needs to chill and hit the blunt xanax bars up in my drink before i pour em crush it up
6.44E+17,0,the only reason why i like ibu to cook chicken when abg not at home because i have more chicken to eat and lesser fights for chicken heh
6.39E+17,0,i dont do drugs cant rely on a temporary source of wellness which means youll always want to be on it but i want morphine i deserve it
3.30E+17,0,same goes for my tooth rt user_mention the stabby pain in my shoulder is such that id mug rush limbaugh for his oxycodone if i had the chance
1.31E+17,0,user_mention yar once im up im up you know i should go for a run lol did you happen to drop any valium into their drinks emo_pos xoxo
3.57E+17,0,user_mention hi hun i have a year old who suffers with eczema she use to have steroid cream as a baby but now nothing seems to help emo_neg
6.44E+17,0,if you ever leave me baby leave some morphine at my door cause it would take a whole lot of medication to realize what we used to have
6.40E+17,0,user_mention lmao shit if i had a xanax i would youre not supposed to put alot of the gel on there either thats what the tube says lmao
4.67E+17,1,not sure if a megabus is a good idea feeling like this but i am full of rennies and paracetamol and just praying i sleep the whole way
6.40E+17,1,never again will i take a xanax at in the afternoon and sleep all day im wide awake now but i was so tired earlier and couldnt sleep
5.50E+17,1,i took the tamiflu and tylenol and put ice packs on me i have eaten soup and drank plenty of fluids however my fever is going up rapidly
7.15E+17,0,maybe you can gain weight if you didnt do so much dope and xanax and pain killers and heroin i dont fucking talk to you for a reason
7.33E+17,0,the only reason im still awake at pm is to give motrin to the baby who puked on me earlier while the husband is out of town longday
4.56E+17,0,user_mention ya he has a fever so i had to go there on my lunch break to give him tylenol because they wont n fed him supermom lol
6.46E+17,1,okay guys i did it im off effexor im not trying to encourage it but cold turkey once i was on lowest was easier for me than weaning
7.86E+17,1,had a steroid injection in my knee monday and it is still throbbing is this normal had to take my trusty crutch to work today poor me eh
3.73E+17,0,if ya got a nice body cool but if you got it from steroids complete turn off its like fake boobs bitch your mama didnt give you that
6.46E+17,1,had a vein blow out during my crohnsdisease remicade user_mention it caused a ball of meds to collect in my arm now feel sick will i be ok
6.41E+17,0,if you ever leave me baby leave some morphine at my door cause it would take a whole lot of medication to realize what we used to have
6.43E+17,0,as i get older my bags just keep getting bigger and bigger i try to consolidate my stuff but its just like do i need this ativan yes
3.80E+17,0,my dad gets soo worked up about this guy at the gym who is cracked out on steroids lol its so funny when he tries to imitate him
6.02E+17,1,i took two muscle relaxers and an extra strength advil i might be a little loopy at the moment good news is i dont have any pain emo_pos
6.44E+17,1,the sickest i have ever been in my lifetime i puked up my guts all night times plus more when they gave me vicodin by mouth no food
2.47E+16,1,dear advil please kick in so i may fall asleep and not be in pain please let my ankle magically heal over night i must work out tomorrow
6.46E+17,1,i dont get this i have a lot of inflammation still but the pain and swelling are way down from one ai shot celebrex didnt do this wtf
6.40E+17,1,xanax really helps me sleep i really have a hard time sleeping i be having so much on my mind my goals my future my purpose life man
6.46E+17,0,on filling it i had to wait nearly two hours for a med ive been out of for days you cant stop high dose xanax like that user_mention
8.09E+17,0,ok plunketline say not to do this so i dosed him with ibuprofen instead tried to give him breakfast he choked on it and threw up again url
6.46E+17,1,when the topamax kicks in and the guy at lowes says he wont make a copy of your key so you almost start crying for no good reason
6.51E+17,0,user_mention stress is the only thing i can figure but if thats it i know a vet is just going to put him on kitty xanax or something
6.44E+17,1,user_mention i worry so much when i feel sick from not eating bc of adderall that i get more sick v mentally groveling try to stay up foreve
6.42E+17,1,afraid to prescribe narcotics last night i was told prednisone or er im on a pred taper but i did it only kept me up all night crying
8.12E+17,0,dont want police no where near me pigs on steroids cd cost me my life or limb whether i resist or not avoid them like a plague url
3.57E+17,1,user_mention thats scary i had to get two steroid shots in my ass when i was pregnant so i feel your pain i hope everything is okay though
6.37E+17,0,d.rose just gave her a xanax and passes her to the team if anything he should get mvp for being such a team player on off the court
6.44E+17,0,any of my followers stand behind taking a b12 vitamin every day id rather not have as much coffee or soda looking for an alt nrg for me
7.26E+17,1,so i was starting to get a fever right but i took one of the ibuprofens i got at the hospital when i delivered em its going away
6.41E+17,0,i took an extra klonopin and i dont care its not like i dont have plenty to spare im way over prescribed the stuff i could od easy
6.72E+17,0,and might i add i got paid to be blonde and im letting my hair rest before i go back to brown relax and take a xanax rantover
5.79E+17,0,im dead ass the type of person to ohdee on medicine when im sick ill get through anything as long as i have some tylenol cold and flu
6.40E+17,1,i swear my doctor doesnt believe that i have anxiety he knows xanax is the one thing that works yet he still wants me to try other things
7.35E+17,1,depressed im the heaviest ive ever been in my entire life and come to find out its bc all my inhalers and steroids i take for my asthma
7.50E+17,1,i woke up from period cramps so i took an advil and braced through for a bit till i fell asleep again and i had a great dream
6.62E+17,1,user_mention tbh its day and i got jitters with prozac when i took it but it wore off after a while ill stick it out for a bit
7.55E+17,0,ill take it all give me more i will be your hero and your whore valium knights in my bed only now hes a vagrant in my head
4.28E+17,1,my mom came in twice last night to give me pain medicine in total i took tylenol and motrin in hours i think shes trying to kill me
7.20E+17,1,so glad to be in bed dosed up on paracetamol doctors tomorrow dont need this when ive got a baby to look after good job he sleeps well
6.39E+17,1,sudafed was making me jittery so i took a xanax but i think i already took one a bit ago things could be fun here in a minute
7.68E+17,1,i was so tired when they took my steroid shot i dont even remember getting it i fell right back asleep after she said what she was doing
4.60E+17,1,i was about to cry while on a run cause these steroids this disease itself make running hard then a saw a little girl in a wheelchair c
6.43E+17,0,white ppl just suggest a lot of drugs when you are sick drink a whole bottle of nyquil before bed advils then in the am lines of coke
6.42E+17,0,my mom went through my room to clean it and then asked me if i smoke weed and told me if i do not to take klonopin too
6.39E+17,0,user_mention i feel like nutella would be too thick for the softness of a twinkie and would end up being a like a setup for a viagra advert
6.46E+17,1,user_mention what so great about that drug ive been on humira and have been happy with it so never thought about changing but i do have good ins
7.82E+17,0,he just woke up and asked me to get him tylenol and something to drink i get it bring it back and he say i dont want that
6.41E+17,0,have had someone tell me that taking xanax and letting everyone else do things for you to you is the best way for a girl to get famous
6.42E+17,1,xanz just another pill to get fucked up for yall but xanax helps me with my depression so it makes me more normal idk if that makes sense
8.21E+17,1,i took xanax once it made me feel like a zombie like thats some real sedating ass shit and im sorry but i like to actually feel life
7.28E+17,1,dr gave me a steroid to break up the mucus in my chest but i didnt think it would mean id be choking on balls of mucus randomly
6.41E+17,0,user_mention nothing said really was just tam cowan and stuart cosgrove in with him i just let out a bust of laughter in the car at the time
4.61E+17,1,ive had a headache all day nothing has helped from tylenol to even taking a nap thankful ardie is home so i can relax in a cool bath
6.41E+17,0,im going to bed before this gets worse next time i go to the doctors im fucking asking for valium i swear cause im done with this shit
5.76E+17,1,took a valium and a sleeping pill but still woke up at least last night no rest for the wicked might have some truth to it after all
28917881259,1,user_mention oh no i hope you feel better too emo_pos the medicine is giving me some relief i also take motrin how long have you had this
6.45E+17,0,how many ambien do i have to say mohair should not be confused with the fur of the angora rabbit which is so dangerous so never again
7.27E+17,1,tylenol its just a stomach virus and and contractions watch when i go in tue for my check up im going to say its been a week
3.72E+17,1,pretty sure i have taken more tylenol in the past days than i have in my entire life my schedule doesnt allow for me to be sick
6.42E+17,0,user_mention im just really tired im out of ambien and cant refill it yet because i had to take two pills per night last week you know
6.43E+17,0,i feel like i should be able to go to any pharmacy say im an auburn fan and be handed a sedative a beta blocker and omeprazole
4.87E+17,1,took as much ibuprofen and tylenol as i could heating pad and icy hot on my hip and it still feels like im and hurts to walk
6.45E+17,1,user_mention oh i have had trouble with this in the past when i was on xanax but im not nearly as reckless as i used to be
7.90E+17,1,all they had to do was give me a big shot of steroids and i could have completely avoided missing a week of school and being miserable
6.42E+17,0,user_mention i had a very bad muscle spasm yesterday night and they gave me valium and told me to rest all day so this is the result
6.40E+17,0,user_mention yes i am told to contact tam and give them the aa and when i contact user_mention they say they cannot accept aa and call aa
5864312265,0,i am missing my classes today i cant hear in my right ear and even after sudafed and advil the pressure is too bad to risk driving
7.79E+17,0,the only meds i can take is tylenol and you inconsiderate shits act like yall cant cover yalls faces when yall cough or sneeze i hate yall
6.45E+17,0,my doctor just said what i need is weed and a glass of wine she said til its legal take this valium now this my kinda doctor
6.76E+17,1,my mind is on steroids yelling me to do jumping jacks but my body is shutting down the pills effect my mind they dont effect my muscles
5.64E+17,1,idk what else to do i took an imodium a tylenol drank ice water put my seabands on and had a cherry warhead for the excessive nausea
3.81E+17,1,i took tylenol cold for night and im still awake maybe i should have tried the day time version and i would have had the opposite affect
5.81E+17,0,most romantic thing drake ever said i got xans in the advil bottle i dont take that shit but you do so i got em for you
3.97E+17,0,had to buy baby tylenol for my dog bc hes sick and now he feels better but hes being annoying and crying over his squeaky toy chingado
4.75E+17,0,user_mention its a steroid that makes them develop faster so with help he will be able to breath bc he has tried to come two nights now
6.44E+17,1,user_mention i took a xanax i have to stay up all night honestly wtf lol im so dumb this is so hard but hey lets hang soon
5.24E+17,0,user_mention oh heck no lol ill give her tylenol so she can knock out lmao i got lucky mayah started sleeping the whole night at a month
6.40E+17,1,user_mention when i take imitrex it usually takes me two pills to get the migraine to go away so it ends up being around the hour mark
4.81E+17,0,jr is running a high fever i guess my night will consist of waking him up to have popsicles and tylenol hope my baby gets better soon
5.77E+17,1,ive had a headache since i woke up and ive taken ibuprofens and you are only supposed to take a day and my headache is still rockin
7.31E+17,1,mamas what can i do to get rid of this insane headache ive had for what feels like weeks tylenol isnt cutting it and ive cut caffeine
8.09E+17,1,im much better now they gave me a lot of meds to go home with and gave me some oral steroids for my inflammation of my asthma
8.06E+17,0,there are some old ass women in the break room who have been talking about oxycontin and the way it makes them feel for at least min
4.18E+17,1,user_mention haha yeah but i had mine out like years ago and it wasnt bad i just kept taking the tylenol they gave me they send you
7.81E+17,0,official diagnosis croup again of course he was doing better than he had in hours by the time we got the the er steroids and now home
5.68E+17,1,user_mention pus out all day it is very painful been taking tylenol and soy lech in all day heat bowl of water and nursing in different positions
6.41E+17,0,tam and paul still in a true battle royale to see who can make their houses closest to the temperature of the surface of the sun user_mention
6.41E+17,1,user_mention i will i have to handle the xanax one my body is addicted to it because a diff doctor had me on it for like years
6.47E+17,1,you know ambien was supposed to stop my dreams and let me rest through the night but no now i just wake up confused on whats reality
6.40E+17,1,im high on hospital morphine again so my mom called my older brother and i shouted in the distance yo man do i get street cred yet
6.41E+17,0,all the time i was in highschool records or not at the end of seasons i always knew norco football had the biggest heart in the country
6.39E+17,1,i was on latuda for awhile in addition to the zoloft it did help a lot but the zombielike side effect after taking it made me stop
4.68E+17,0,i dont have a body at all but i will not judge skinny thick or fat girls but steroid girls is just wrong in my eyes idk
7.51E+17,0,i was about to go and then my mom told me that kids are okay as long as its under so just pod him up with motrin
5.68E+17,0,user_mention our streets are solid too will ventured out to get some baby tylenol and motrin he said the main roads are okay but sides a mess
7.80E+17,1,im really happy i made myself eat toast drink water and take advil last night before going to bed cause as hungover as i am it helped
5.49E+17,1,yall just dont know how much tea water i don drunk how many tylenols ive popped how many times i blew my nose the list goes on
6.45E+17,1,i took one xanax going to class bc i wasnt feeling well and now its hitting me really hard holy shit i could go to bed rn
6.38E+17,1,user_mention morning mel sweetie emo_pos just woke up lol i think im ok tramadol nights lol weather shitty here as well glad your ok hugs hun xx
6.95E+17,0,man i really wish i had a friend that had her own apartment and just sat there and did xanax and lean all day and sold heroin
6.44E+17,0,whos going to be getting soma when it comes out its by the developers that made amnesia it comes out next week on ps4 and pc lol
6.37E+17,1,user_mention are we talkin abt med experiences bc let me tell u lexopro gave me a rash prozac made me loopy af celexa put me to sleep
2.85E+17,1,feeling better from cough but i think i got a fever now.i realy dont want to go to hospital no one ever does.took tylenol hope it helps
6.39E+17,1,user_mention mane i took a ml vyvanse bike in h.s in the middle of the day and i still didnt sleep that night shit was like hell
7.24E+17,1,user_mention plus i am in a bit of pain and they failed to give me some prescriptions i took otc motrin and now my stomach is noisy
7.92E+17,0,katies accent woes are ruining lena for me that and being cat methadone and im gonna need maggie to open her mouth a bit more but yay
4.79E+17,1,user_mention oh man thats terrible i took an ibuprofen and put an ice pack on my head with a towel over my eyes and it was gone
4.13E+17,0,user_mention i do emo_pos i gave him infant tylenol before so he wasnt in that much pain it rly helped he wasnt fussy at all just sleepy
8.16E+17,1,thats crazy to me i took tylenol like minutes ago too so i guess my fever is just now going down i took the tylenol for pain
7.51E+17,0,brought t in with a raging fever and him screaming they gave him motrin and said to check in with his normal doctor i was like bitch
6.42E+17,0,today someone at work was like i have cramps and i was like oh yes naturally this is when i offer a xanax to make friends here
6.47E+17,1,user_mention but there is hope just by asking to be put on metformin i got my a1c down to im still fat but thats beside the point
6.39E+17,0,one question from my sis along dh ada awek ke and i asked back why she told me one of my aunty sibuk nk crikkan menantu ibu
6.59E+17,0,so my son was dx w ear infection man what a bitch those are to take care of antibiotic tylenol motrin around the clock poor lil guy
7.76E+17,1,they gave me a steroid injection into my thigh and the midwife told me it would sting a little but it hurt like hell on earth goddamn
6.39E+17,1,user_mention i get nauseous a lot easier now i told my doctor she told me it was normal i have zofran for when i feel too nauseous
6.46E+17,1,user_mention sigh all i want to do is sleep like a normal person they gave me celexa for day and trazodone for night to help me sleep
6.41E+17,1,there has to be better drug argh on mtx doesnt let me sleep instead i get clumsy ill be up all night if i dont take more
6.41E+17,1,user_mention lol xanax the wonder make me feel great and wake up in a more rotten mood drug i have a prescription i rarely take them though
6.41E+17,1,so my drugged up brain told yall the wrong medication i was on i was on tremadol i was given fucking morphine no wonder i was loopers
3.21E+17,1,i refuse to take medicine of the time but my back hurt so bad im tylenol a vicodin a couple cold pills deep fucking me right up
6.39E+17,1,er called my surgeon not sure what he said but theyre giving me morphine so i can rest ill be able to sleep but its too strong
6.04E+17,1,sat with a monitor on h all morning and now having to get another load of steroid shots for her lung development as she may appear soon
6.40E+17,0,when god developed adderall she was jus tryin to make a fun pill that makes me lick my lips remember to txt dad study power big accident
8.03E+17,0,im talking about like for cold n cough only tylenol i can find is for i want to give him dimetapp but its for year olds url
7.71E+17,0,i finally was able to give him tylenol and cough medicine and hes taking a good nap hes finally not coughing a lung out and can breathe
7.75E+17,0,my child is on steroids for croup and ive never seen him eat as much as he has today its like he has a never ending pit
8.22E+17,0,the vet says gizmo is ok he just has a cough we have to give him antibiotics and steroids same stuff me and kellan were just on
6.26E+17,0,user_mention i gave him the motrin but he doesnt like it so he throws up right after hes been in his diaper though do you know how
6.42E+17,0,i know im preaching to the choir when i say this but the prilosec commercial w larry the cable guy jumping a waverunner through a fire hoop
4.71E+17,0,user_mention omg she goes to dr alban too and the nurse today said for her to basically tough it out and i couldnt find any baby tylenol
3.03E+17,0,so samuel suggested that i use wasabi or tylenol night to get rid of the nose congestion.i have neither i would go wit wasabi if i did
5.63E+17,0,i swear ima go off on my sons doctor if tomorrow they tell me to give him motrin and tylenol like i havent seen him this bad
6.46E+17,0,two men broke into a drugstore and stole all the viagra the police put out an alert to be on the lookout for the two hardened criminals
6.40E+17,0,check my blood sugar and shoot up some lantus maybe see what some of you are up to and then get rejected by my wife in bed
5.05E+17,0,user_mention i told your mom to get you some liquid tylenol it works better than the pain meds and try eating apple sauce if you like it
7.73E+17,0,tbh i would i had one and they hurt so bad try heating pad and some tylenol if that doesnt help within an hour go to er
